date,ad_male,yearling_male,ad_female,yearling_female,yearling,calf,unknown,group_size,area,Year,JDate,Month,EASTING,NORTHING,id,habitat,propOpen,propClosed,season,composition
2019-05-31T02:30:00Z,0,,0,,0,,,2,CentreIsland,2019,151,5,705703.457938274,5509344.69610381,481,closed,0.671439936356411,0.328560063643596,Calving,Female
2019-06-01T02:30:00Z,0,1,0,,0,,,1,WesternIndianIsland,2019,152,6,698453.188202086,5491977.4820705,482,open,0.810660302307091,0.189339697692919,Calving,Female
2019-06-01T02:30:00Z,0,,1,,0,,,1,WesternIndianIsland,2019,152,6,697970.34388934,5492648.86189026,483,closed,0.257756563245822,0.742243436754185,Calving,Female
2019-06-01T02:30:00Z,0,,1,,0,,,1,WesternIndianIsland,2019,152,6,697090.173130737,5492339.76611891,484,open,0.868735083532231,0.131264916467781,Calving,Female
2019-06-01T02:30:00Z,1,2,0,,0,,,3,WesternIndianIsland,2019,152,6,696810.862936798,5492314.07446486,485,open,0.892601431980919,0.107398568019093,Calving,Male
2019-06-01T02:30:00Z,2,1,0,,0,,,3,WesternIndianIsland,2019,152,6,696864.663627181,5492208.05804163,486,open,0.921241050119344,0.0787589498806684,Calving,Male
2019-06-01T02:30:00Z,0,,0,,0,,,2,Turpins,2019,152,6,709757.664362788,5510461.01741424,487,open,0.489260143198094,0.510739856801913,Calving,Female
2019-06-01T02:30:00Z,0,,1,,0,,,1,Turpins,2019,152,6,710117.931864926,5510924.74233808,488,closed,0.541766109785208,0.4582338902148,Calving,Female
2019-06-01T02:30:00Z,0,,0,,0,,,4,Turpins,2019,152,6,710113.06729565,5510418.03287391,489,open,0.856006364359597,0.115354017501989,Calving,Female
2019-06-01T02:30:00Z,0,,1,,0,1,,2,Turpins,2019,152,6,709085.153788891,5511816.4915282,490,open,0.548926014319814,0.413683373110583,Calving,Female
2019-06-02T02:30:00Z,0,,2,,0,,,8,JBA,2019,153,6,704894.453653559,5513031.97253759,491,open,0.977724741447905,0.0222752585521082,Calving,Female
2019-06-02T02:30:00Z,1,,0,,0,,,2,CentreIsland,2019,153,6,704512.738527433,5509769.32311616,492,closed,0.81225139220367,0.18774860779634,Calving,Male
2019-06-02T02:30:00Z,0,,1,,0,,,1,CentreIsland,2019,153,6,704502.666370226,5509825.71335402,493,open,0.808273667462222,0.191726332537788,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,,,1,WatermanBrook,2019,153,6,698381.580520258,5510936.8910982,494,open,0.723150357995235,0.276849642004772,Calving,Female
2019-06-02T02:30:00Z,0,1,0,,0,,,1,WatermanBrook,2019,153,6,698090.69650773,5510918.43977756,495,closed,0.692919649960231,0.307080350039777,Calving,Female
2019-06-02T02:30:00Z,0,1,2,,0,,,3,WatermanBrook,2019,153,6,704814.820687617,5514333.58691244,496,open,0.951471758154349,0.0342084327764519,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,,,2,Tilting,2019,153,6,709888.533019836,5509096.8236225,497,open,0.417661097852031,0.582338902147977,Calving,Female
2019-06-02T02:30:00Z,0,,0,,0,,,1,Tilting,2019,153,6,709644.184843547,5509476.98208123,498,open,0.887828162291181,0.112171837708831,Calving,Female
2019-06-02T02:30:00Z,0,,0,,0,,,1,Tilting,2019,153,6,709401.380575396,5509650.15035398,499,open,0.588703261734294,0.411296738265714,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,,,1,Tilting,2019,153,6,709162.105361259,5509751.10581606,500,open,0.3206046141607,0.679395385839307,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,,,2,Tilting,2019,153,6,709201.946135391,5509878.43939956,501,closed,0.24343675417661,0.756563245823398,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,,,2,Tilting,2019,153,6,708765.203928441,5510270.12189016,502,closed,0.453460620525062,0.546539379474945,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,,,1,Tilting,2019,153,6,709375.313624192,5511013.95086369,503,open,0.601431980906927,0.39856801909308,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,1,,2,Tilting,2019,153,6,708665.61828849,5512906.82476988,504,open,0.777247414478928,0.222752585521081,Calving,Female
2019-06-02T02:30:00Z,0,,1,,0,,,1,Tilting,2019,153,6,709942.549551324,5511147.25860398,505,open,0.494033412887832,0.505966587112176,Calving,Female
2019-06-03T02:30:00Z,0,,1,,0,,,1,lionsDen,2019,154,6,700340.535595069,5508238.58343582,506,open,0.992840095465408,0.00715990453460621,Calving,Female
2019-06-03T02:30:00Z,1,,0,,0,,,1,Tilting,2019,154,6,708977.906596778,5508968.07984958,507,open,0.607796340493244,0.392203659506764,Calving,Male
2019-06-03T02:30:00Z,0,,2,,0,2,,4,Tilting,2019,154,6,708573.965968457,5509294.25490357,508,open,0.49801113762928,0.501988862370728,Calving,Female
2019-06-03T02:30:00Z,0,,1,,0,,,1,DeepBay,2019,154,6,694181.00887854,5505516.566299,509,closed,0.605409705648375,0.351630867143994,Calving,Female
2019-06-04T02:30:00Z,0,,1,,0,,,1,DeepBay,2019,155,6,694181.00887854,5505516.566299,510,closed,0.605409705648375,0.351630867143994,Calving,Female
2019-06-04T02:30:00Z,0,,0,1,0,,,1,DeepBay,2019,155,6,693878.934179583,5505802.92287314,511,open,0.55608591885442,0.0143198090692124,Calving,Female
2019-06-04T02:30:00Z,0,,1,,0,1,,2,DeepBay,2019,155,6,693468.48810187,5505504.43580487,512,open,0.684168655529045,0.0143198090692124,Calving,Female
2019-06-04T02:30:00Z,0,,1,,0,,,1,LionsDen,2019,155,6,698865.264692284,5510677.4933854,513,open,0.533015115354022,0.428003182179795,Calving,Female
2019-06-04T02:30:00Z,0,,0,,0,,1,1,Tilting,2019,155,6,709181.745367431,5509485.80611443,514,open,0.597454256165479,0.402545743834528,Calving,Female
2019-06-04T02:30:00Z,0,,2,,0,,,5,Tilting,2019,155,6,709192.899278269,5509738.93748569,515,closed,0.331742243436754,0.668257756563253,Calving,Female
2019-06-04T02:30:00Z,0,,0,,0,,1,1,Tilting,2019,155,6,709043.975438625,5508715.70511401,516,open,0.61575178997614,0.384248210023868,Calving,Female
2019-06-04T02:30:00Z,1,,0,,0,,,1,Tilting,2019,155,6,708877.353856992,5510469.26268244,517,open,0.569610182975343,0.430389817024664,Calving,Male
2019-06-04T02:30:00Z,0,,2,,0,,,5,Tilting,2019,155,6,708760.007600441,5510517.05465951,518,open,0.613365155131271,0.386634844868736,Calving,Female
2019-06-04T02:30:00Z,0,,1,,0,,,1,Turpins,2019,155,6,708137.123079531,5511321.28136936,519,closed,0.916467780429607,0.0835322195704059,Calving,Female
2019-06-04T02:30:00Z,0,,1,,0,1,,2,Turpins,2019,155,6,707997.777197423,5512223.18374057,520,closed,0.525059665871126,0.474940334128882,Calving,Female
2019-06-04T02:30:00Z,0,,0,,0,,,3,Turpins,2019,155,6,710189.591187697,5510436.59039638,521,open,0.867939538583941,0.103420843277645,Calving,Female
2019-06-04T02:30:00Z,0,,0,,0,,,1,Turpins,2019,155,6,714896.379613675,5511361.83613388,522,open,1.00000000000001,0,Calving,Female
2019-06-04T02:30:00Z,0,,1,,0,,,2,Turpins,2019,155,6,709748.339295237,5511464.78719482,523,open,0.770883054892611,0.229116945107397,Calving,Female
2019-06-04T02:30:00Z,0,,1,,0,1,,2,Turpins,2019,155,6,708189.754198797,5513871.44485272,524,open,0.864757358790783,0.135242641209228,Calving,Female
2019-06-04T02:30:00Z,0,,10,,0,8,,18,JBA,2019,155,6,707887.002615458,5514315.09369436,526,open,0.548926014319814,0,Calving,Female
2019-06-05T02:30:00Z,0,,1,,0,,,1,Tilting,2019,156,6,709389.331515961,5509103.09356434,527,open,0.558472553699289,0.441527446300718,Calving,Female
2019-06-05T02:30:00Z,0,,0,,0,,,1,Tilting,2019,156,6,708961.667786839,5509332.58674782,528,open,0.623707239459036,0.376292760540972,Calving,Female
2019-06-05T02:30:00Z,0,,0,,0,,,2,Tilting,2019,156,6,709634.070436857,5509439.85395425,529,open,0.876690533015127,0.123309466984885,Calving,Female
2019-06-05T02:30:00Z,0,,4,,0,3,,9,Tilting,2019,156,6,709883.446955926,5509227.98699929,530,closed,0.515513126491651,0.484486873508357,Calving,Female
2019-06-05T02:30:00Z,0,,2,,0,,,8,Tilting,2019,156,6,708272.549616536,5509565.40178454,531,open,0.411296738265714,0.588703261734294,Calving,Female
2019-06-05T02:30:00Z,0,,0,,0,,,4,Tilting,2019,156,6,707952.484096666,5509909.31813278,532,open,0.462211614956248,0.53778838504376,Calving,Female
2019-06-05T02:30:00Z,0,,1,,0,,,2,Tilting,2019,156,6,707884.107767202,5509979.04895142,533,open,0.40015910898966,0.599840891010348,Calving,Female
2019-06-05T02:30:00Z,0,,1,,0,1,,2,JBA,2019,156,6,708511.950132095,5514103.16966188,535,open,0.908512330946711,0.0859188544152746,Calving,Female
2019-06-05T02:30:00Z,1,,2,,0,2,,5,JBA,2019,156,6,706851.430581745,5514231.93954279,536,open,0.640413683373117,0.0580747812251393,Calving,Mixed
2019-06-05T02:30:00Z,1,,7,,0,6,,14,JBA,2019,156,6,706304.839632017,5514302.32631561,537,open,0.605409705648375,0.0501193317422435,Calving,Mixed
2019-06-06T02:30:00Z,0,,0,,0,,,1,LionsDen,2019,157,6,700301.219451551,5507622.7003085,538,open,0.970564836913299,0.0294351630867144,Calving,Female
2019-06-06T02:30:00Z,0,,1,,0,,,1,CentreIsland,2019,157,6,707219.932759458,5509601.80596375,539,open,0.526650755767705,0.473349244232302,Calving,Female
2019-06-06T02:30:00Z,0,,1,,0,1,,2,CapeCove,2019,157,6,715333.462455987,5504696.09075554,540,closed,0.696101829753389,0.303898170246619,Calving,Female
2019-06-06T02:30:00Z,0,,2,,0,2,,4,CapeCove,2019,157,6,715997.965031921,5504217.09166166,541,open,0.57597454256166,0.365155131264917,Calving,Female
2019-06-06T02:30:00Z,0,,3,,0,3,,6,CapeCove,2019,157,6,716465.641027147,5504144.45412135,542,open,0.719172633253787,0.28082736674622,Calving,Female
2019-06-06T02:30:00Z,0,,0,,0,,,1,CapeCove,2019,157,6,716091.543488945,5504516.95870456,543,open,0.642004773269696,0.322195704057279,Calving,Female
2019-06-06T02:30:00Z,0,,1,,0,1,,2,CapeCove,2019,157,6,716500.535392293,5504754.82593749,544,closed,0.322195704057279,0.677804295942728,Calving,Female
2019-06-06T02:30:00Z,0,,3,,0,2,,5,CapeCove,2019,157,6,716059.121603226,5504713.83381699,546,open,0.549721559268103,0.450278440731904,Calving,Female
2019-06-07T02:30:00Z,0,,4,,0,4,,8,CapeCove,2019,158,6,716203.001774528,5505129.2662905,547,closed,0.411296738265714,0.588703261734294,Calving,Female
2019-06-07T02:30:00Z,0,,3,,0,2,,5,CapeCove,2019,158,6,716085.034672115,5504245.05400811,548,closed,0.638822593476538,0.289578361177406,Calving,Female
2019-06-07T02:30:00Z,0,,1,,0,1,,2,CapeCove,2019,158,6,716352.29370638,5505028.34651525,549,open,0.232299124900556,0.767700875099452,Calving,Female
2019-06-07T02:30:00Z,0,,3,,0,3,,6,CapeCove,2019,158,6,715464.220058604,5504224.79795765,550,open,0.683373110580755,0.316626889419252,Calving,Female
2019-06-07T02:30:00Z,0,,1,,0,1,,4,Tilting,2019,158,6,709065.347615961,5508910.22959546,551,open,0.612569610182981,0.387430389817026,Calving,Female
2019-06-07T02:30:00Z,0,,1,,0,,,2,Tilting,2019,158,6,708803.020173323,5509308.65263448,552,open,0.754176610978529,0.245823389021478,Calving,Female
2019-06-07T02:30:00Z,0,,2,,0,,,2,Tilting,2019,158,6,708539.472873679,5509102.56736146,553,open,0.75338106603024,0.246618933969768,Calving,Female
2019-06-07T02:30:00Z,0,,1,,0,,,1,Tilting,2019,158,6,708708.185925343,5509109.07004211,554,open,0.770883054892611,0.229116945107397,Calving,Female
2019-06-07T02:30:00Z,0,,5,,0,,,5,Tilting,2019,158,6,708922.038044906,5509087.26335395,555,open,0.754176610978529,0.245823389021478,Calving,Female
2019-06-07T02:30:00Z,0,,4,,0,,,6,Tilting,2019,158,6,708381.785628155,5508340.6289171,556,open,0.754176610978529,0.245823389021478,Calving,Female
2019-06-07T02:30:00Z,0,,1,,0,1,,2,Tilting,2019,158,6,708271.205755398,5508737.12670361,557,open,0.475735879077171,0.524264120922836,Calving,Female
2019-06-08T02:30:00Z,0,,0,,0,,1,1,CentreIsland,2019,159,6,706830.744617707,5501880.39826593,558,open,0.562450278440737,0.437549721559271,Calving,Female
2019-06-08T02:30:00Z,0,,1,,0,,,1,CentreIsland,2019,159,6,703814.058404727,5504795.05838211,559,open,0.832935560859199,0.167064439140811,Calving,Female
2019-06-09T02:30:00Z,0,,0,1,0,,,1,Tilting,2019,160,6,709141.573188369,5510020.82399143,560,open,0.333333333333334,0.666666666666674,Calving,Female
2019-06-09T02:30:00Z,0,,2,,0,,,3,Tilting,2019,160,6,708074.151286173,5509749.24107331,561,open,0.466984884645986,0.533015115354022,Calving,Female
2019-06-09T02:30:00Z,0,,1,,0,,,1,Tilting,2019,160,6,707449.002585553,5509690.73176381,562,closed,0.190135242641209,0.809864757358801,Calving,Female
2019-06-09T02:30:00Z,0,,1,,0,,,1,Tilting,2019,160,6,708632.700403552,5509943.29327078,563,open,0.38027048528242,0.619729514717588,Calving,Female
2019-06-09T02:30:00Z,0,,4,,0,,,4,Tilting,2019,160,6,708806.192693503,5509918.81505832,564,open,0.367541766109786,0.632458233890221,Calving,Female
2019-06-09T02:30:00Z,1,,1,,0,,,4,EasternIndianIsland,2019,160,6,700383.470182727,5491262.39452438,565,open,0.625298329355615,0.374701670644393,Calving,Mixed
2019-06-09T02:30:00Z,0,,2,,0,,,7,EasternIndianIsland,2019,160,6,700152.876106385,5491072.48261748,566,closed,0.557677008750999,0.442322991249008,Calving,Female
2019-06-09T02:30:00Z,0,,2,,0,2,,4,EasternIndianIsland,2019,160,6,701113.948472646,5491409.54558594,567,closed,0.555290373906131,0.444709626093877,Calving,Female
2019-06-09T02:30:00Z,0,,1,,0,1,,2,EasternIndianIsland,2019,160,6,701771.584744832,5490843.9530324,568,open,0.435958631662691,0.564041368337316,Calving,Female
2019-06-10T02:30:00Z,0,,8,,0,3,,11,JBA,2019,161,6,705917.950392145,5513892.38971651,569,open,0.87032617342881,0.129673826571202,Calving,Female
2019-06-10T02:30:00Z,0,,3,,0,2,,6,JBA,2019,161,6,707414.310746377,5513831.61090139,571,open,0.846459824980122,0.153540175019889,Calving,Female
2019-06-11T02:30:00Z,0,,1,,0,1,,2,JBA,2019,162,6,706278.76155159,5513870.52712865,572,open,0.919649960222765,0.0803500397772476,Calving,Female
2019-06-11T02:30:00Z,0,,7,,0,4,,12,JBA,2019,162,6,706486.799367479,5514071.05337093,573,open,0.969769291965009,0.00477326968973747,Calving,Female
2019-06-12T02:30:00Z,0,,0,1,0,,,1,Turpins,2019,163,6,708839.080118126,5512413.68732455,574,open,0.51789976133652,0.482100238663488,Calving,Female
2019-06-12T02:30:00Z,0,1,0,,0,,,1,Tilting,2019,163,6,709206.271506143,5509878.60661608,575,closed,0.24343675417661,0.756563245823398,Calving,Female
2019-06-12T02:30:00Z,1,,0,,0,,,1,CellTower,2019,163,6,707810.149052874,5510325.75282497,576,closed,0.130469371519491,0.869530628480521,Calving,Male
2019-06-12T02:30:00Z,0,,1,,0,,,1,CellTower,2019,163,6,707939.122703535,5509768.54142394,577,closed,0.413683373110583,0.586316626889425,Calving,Female
2019-06-13T02:30:00Z,2,,1,,0,,,3,CellTower,2019,164,6,707368.883709818,5510010.4870793,578,open,0.308671439936356,0.691328560063651,Calving,Mixed
2019-06-20T02:30:00Z,0,,1,,0,,,1,CellTower,2019,171,6,707272.292676338,5509403.43672534,579,open,0.352426412092284,0.647573587907724,Calving,Female
2019-06-21T02:30:00Z,0,,4,,0,3,,7,CapeCove,2019,172,6,715881.857876134,5504083.32451181,580,closed,0.488464598249805,0.511535401750203,Calving,Female
2019-11-02T02:30:00Z,1,,3,,0,1,,5,Airport,2019,306,11,700525.805642759,5504851.61599585,581,open,0.826571201272883,0.165473349244232,Early winter,Mixed
2019-11-02T02:30:00Z,1,,2,,0,,,3,KellysPit,2019,306,11,706132.514077343,5508827.80948748,582,open,0.579156722354818,0.420843277645189,Early winter,Mixed
2019-11-03T02:30:00Z,0,,1,,0,,,1,CapeCove,2019,307,11,713239.87165411,5505591.88374114,583,open,0.933174224343688,0.0668257756563247,Early winter,Female
2019-11-03T02:30:00Z,1,,0,,0,,,1,CapeCove,2019,307,11,713059.284906838,5505700.55961432,584,open,0.857597454256177,0.142402545743835,Early winter,Male
2019-11-03T02:30:00Z,2,,7,,0,2,,11,CapeCove,2019,307,11,713789.985476681,5504120.66516549,585,open,0.845664280031833,0.154335719968178,Early winter,Mixed
2019-11-03T02:30:00Z,1,,1,,0,1,,3,CapeCove,2019,307,11,713041.828717205,5504692.37326475,586,closed,0.375497215592682,0.624502784407325,Early winter,Mixed
2019-11-03T02:30:00Z,1,,2,,0,,2,5,CapeCove,2019,307,11,715462.745877953,5505061.93499084,588,open,0.869530628480521,0.130469371519491,Early winter,Mixed
2019-11-03T02:30:00Z,0,,1,,0,1,,2,CapeCove,2019,307,11,715726.728100976,5505401.97179413,589,closed,0.805887032617353,0.165473349244232,Early winter,Female
2019-11-03T02:30:00Z,2,,4,,0,1,,7,CapeCove,2019,307,11,715326.420876721,5505819.12220736,590,open,0.954653937947507,0.0429594272076373,Early winter,Mixed
2019-11-04T03:30:00Z,2,,2,,0,1,,5,LionsDen,2019,308,11,699711.612189131,5509451.99002665,591,open,0.838504375497226,0.161495624502784,Early winter,Mixed
2019-11-04T03:30:00Z,1,,2,,0,1,,4,ShoalBay,2019,308,11,702741.242480228,5507704.59960344,592,open,0.858392999204466,0.141607000795545,Early winter,Mixed
2019-11-05T03:30:00Z,3,,3,,0,2,,8,JBA,2019,309,11,707681.856034595,5512557.24703117,593,open,0.94988066825777,0.0501193317422435,Early winter,Mixed
2019-11-05T03:30:00Z,1,,4,,0,1,,6,JBA,2019,309,11,707494.720554823,5512413.13854774,594,closed,0.643595863166276,0.356404136833732,Early winter,Mixed
2019-11-05T03:30:00Z,0,,2,,0,1,,3,JBA,2019,309,11,705544.707794439,5512837.36183902,595,open,0.931583134447109,0.0214797136038186,Early winter,Female
2019-11-05T03:30:00Z,3,,7,,0,2,,12,ShoalBay,2019,309,11,702019.862806164,5505824.30302693,596,open,0.951471758154349,0.0485282418456643,Early winter,Mixed
2019-11-05T03:30:00Z,1,,2,,0,1,,4,ShoalBay,2019,309,11,702239.032372703,5506726.31180404,597,open,1.00000000000001,0,Early winter,Mixed
2019-11-06T03:30:00Z,3,,5,,0,1,,9,CentreIsland,2019,310,11,703523.295130853,5504552.60150284,598,closed,0.405727923627687,0.594272076372321,Early winter,Mixed
2019-11-06T03:30:00Z,5,,10,,0,1,,16,CentreIsland,2019,310,11,703242.604136852,5504734.64056047,599,open,0.494033412887832,0.505966587112176,Early winter,Mixed
2019-11-06T03:30:00Z,1,,2,,0,,,3,CentreIsland,2019,310,11,704302.272445646,5505204.15136858,600,open,0.692919649960231,0.307080350039777,Early winter,Mixed
2019-11-08T03:30:00Z,0,,1,,0,1,,2,ShoalBay,2019,312,11,702741.242480228,5507704.59960344,601,open,0.858392999204466,0.141607000795545,Early winter,Female
2019-11-16T03:30:00Z,0,,3,,0,,1,4,ShoalBay,2019,320,11,701137.186045693,5505821.5184418,602,open,0.906921241050131,0.0930787589498808,Early winter,Female
2019-11-17T03:30:00Z,5,,4,,0,4,20,33,CentreIsland,2019,321,11,701876.658539091,5506022.66492523,603,open,0.984884645982512,0.015115354017502,Early winter,Female
2019-11-17T03:30:00Z,1,,4,,0,,,5,ShoalBay,2019,321,11,701015.613792727,5507423.21213707,604,open,1.00000000000001,0,Early winter,Mixed
2019-11-17T03:30:00Z,2,,5,,0,1,,8,CentreIsland,2019,321,11,701109.504867155,5504893.27878796,605,closed,0.815433571996828,0.184566428003182,Early winter,Mixed
2019-11-18T03:30:00Z,2,,2,,0,,,4,WesternIndianIsland,2019,322,11,694123.921383184,5503520.00970086,606,closed,0.214001591089896,0.59665871121719,Early winter,Mixed
2019-11-18T03:30:00Z,3,,10,,0,,,13,WesternIndianIsland,2019,322,11,696530.492512993,5491856.51048777,607,open,1.00000000000001,0,Early winter,Mixed
2019-11-18T03:30:00Z,7,,13,,0,1,,21,WesternIndianIsland,2019,322,11,697300.35518193,5492554.40510607,608,open,0.999204455051725,0.000795544948289578,Early winter,Mixed
2019-11-19T03:30:00Z,0,,1,,0,,,1,CentreIsland,2019,323,11,700955.494738827,5505792.51479669,609,open,0.848050914876701,0.151949085123309,Early winter,Female
2019-11-19T03:30:00Z,6,,12,,0,3,,21,CentreIsland,2019,323,11,701772.01672017,5506019.88002678,610,open,0.999204455051725,0.000795544948289578,Early winter,Mixed
2019-11-19T03:30:00Z,1,,2,,0,,,3,ShoalBay,2019,323,11,702745.929688733,5507733.71638443,611,open,0.863166268894204,0.136833731105808,Early winter,Mixed
2019-11-20T03:30:00Z,9,,13,,0,1,,23,ShoalBay,2019,324,11,703106.91726534,5507659.30692233,612,open,0.667462211614963,0.332537788385044,Early winter,Mixed
2019-11-20T03:30:00Z,2,,7,,0,,,9,ShoalBay,2019,324,11,703357.633758954,5508809.68050342,613,closed,0.826571201272883,0.173428798727128,Early winter,Mixed
2019-11-20T03:30:00Z,0,,7,,0,,32,39,ShoalBay,2019,324,11,703539.015609461,5508632.82955817,614,open,0.83134447096262,0.16865552903739,Early winter,Female
2019-11-21T03:30:00Z,1,,0,,0,,,1,FogoRoad,2019,325,11,699067.562453481,5507668.48194348,615,open,0.935560859188557,0.0644391408114559,Early winter,Male
2019-11-21T03:30:00Z,0,,1,,0,,,1,RCMPoffice,2019,325,11,700101.960055702,5506428.77923866,616,open,0.462211614956248,0.53778838504376,Early winter,Female
2019-11-21T03:30:00Z,0,,2,,0,,,2,CentreIsland,2019,325,11,705463.083553145,5509115.15879948,617,open,0.934765314240267,0.0652346857597455,Early winter,Female
2019-11-21T03:30:00Z,0,,5,,0,,,5,CentreIsland,2019,325,11,705538.16510926,5509438.60147212,618,open,0.769291964996032,0.230708035003977,Early winter,Female
2019-11-21T03:30:00Z,9,,26,,0,4,,39,CentreIsland,2019,325,11,705973.552447319,5508849.58793682,619,open,0.817024661893407,0.182975338106603,Early winter,Mixed
2019-11-22T03:30:00Z,2,,4,,0,1,,7,Tilting,2019,326,11,711975.610631922,5509478.7344112,620,open,0.902147971360394,0.0978520286396183,Early winter,Mixed
2019-11-22T03:30:00Z,0,,1,,0,,,1,DeepBay,2019,326,11,694165.496058788,5505505.99331331,622,open,0.605409705648375,0.351630867143994,Early winter,Female
