V1,coef
1.79810441138388,count_intercept
0.246053457215073,count_habitatopen
0.54830198438704,zero_intercept
-0.874018784056789,zero_habitatopen
1.79810438815389,count_intercept
0.246053502800193,count_habitatopen
0.365704577719746,zero_intercept
-0.550983749939116,zero_habitatopen
1.79810440953424,count_intercept
0.2460534638669,count_habitatopen
0.507000956084954,zero_intercept
-0.796817864339333,zero_habitatopen
1.79810442071727,count_intercept
0.24605345975723,count_habitatopen
0.401480730395377,zero_intercept
-0.610870434388589,zero_habitatopen
1.79810440737546,count_intercept
0.246053469075069,count_habitatopen
0.480293864011659,zero_intercept
-0.748310672809856,zero_habitatopen
1.79810442263846,count_intercept
0.246053456306219,count_habitatopen
0.463920376593201,zero_intercept
-0.719081649496579,zero_habitatopen
1.79810440565432,count_intercept
0.246053472682909,count_habitatopen
0.463920394069947,zero_intercept
-0.719081673713658,zero_habitatopen
1.79810440986785,count_intercept
0.246053462931913,count_habitatopen
0.51225783681761,zero_intercept
-0.806492380052492,zero_habitatopen
1.79810440916907,count_intercept
0.246053464835471,count_habitatopen
0.501716294477662,zero_intercept
-0.787134997456346,zero_habitatopen
1.79810440500351,count_intercept
0.246053473976241,count_habitatopen
0.458402448286184,zero_intercept
-0.709315016580219,zero_habitatopen
1.79810438962565,count_intercept
0.24605350044613,count_habitatopen
0.371756863555005,zero_intercept
-0.56101430630748,zero_habitatopen
1.79810442688316,count_intercept
0.246053452213654,count_habitatopen
0.430346533331877,zero_intercept
-0.660282160544462,zero_habitatopen
1.79810442298314,count_intercept
0.246053455584088,count_habitatopen
0.480293843701011,zero_intercept
-0.748310647073873,zero_habitatopen
1.79810440626586,count_intercept
0.246053471436147,count_habitatopen
0.469408059163533,zero_intercept
-0.728836178761981,zero_habitatopen
1.79810440787562,count_intercept
0.246053467957301,count_habitatopen
0.485692648792058,zero_intercept
-0.758031623622267,zero_habitatopen
1.79810442071727,count_intercept
0.246053459757232,count_habitatopen
0.401480730395377,zero_intercept
-0.610870434388589,zero_habitatopen
1.79810442380822,count_intercept
0.246053453067,count_habitatopen
0.553346674069833,zero_intercept
-0.8836429532432,zero_habitatopen
1.79810440787562,count_intercept
0.246053467957301,count_habitatopen
0.485692648792058,zero_intercept
-0.758031623622267,zero_habitatopen
1.79810442341556,count_intercept
0.246053454541586,count_habitatopen
0.507000930861558,zero_intercept
-0.796817835847374,zero_habitatopen
1.79810442250814,count_intercept
0.246053456565084,count_habitatopen
0.458402431735249,zero_intercept
-0.709314992847991,zero_habitatopen
1.79810440953423,count_intercept
0.246053463866893,count_habitatopen
0.507000956084955,zero_intercept
-0.796817864339332,zero_habitatopen
1.79810440626586,count_intercept
0.246053471436147,count_habitatopen
0.469408059163533,zero_intercept
-0.728836178761981,zero_habitatopen
1.79810441044359,count_intercept
0.246053461157135,count_habitatopen
0.522689413346472,zero_intercept
-0.825818207679143,zero_habitatopen
1.79810442326276,count_intercept
0.24605345493636,count_habitatopen
0.496403533579568,zero_intercept
-0.777443286698217,zero_habitatopen
1.79810440626585,count_intercept
0.246053471436138,count_habitatopen
0.469408059163533,zero_intercept
-0.72883617876198,zero_habitatopen
1.79810440737546,count_intercept
0.246053469075068,count_habitatopen
0.480293864011659,zero_intercept
-0.748310672809856,zero_habitatopen
1.79810440565433,count_intercept
0.246053472682917,count_habitatopen
0.463920394069947,zero_intercept
-0.719081673713658,zero_habitatopen
1.79810440986784,count_intercept
0.246053462931906,count_habitatopen
0.51225783681761,zero_intercept
-0.806492380052492,zero_habitatopen
1.79810440787561,count_intercept
0.246053467957301,count_habitatopen
0.485692648792059,zero_intercept
-0.758031623622267,zero_habitatopen
1.79810440357945,count_intercept
0.24605347671025,count_habitatopen
0.447274364901879,zero_intercept
-0.689743284669122,zero_habitatopen
1.79810440357945,count_intercept
0.24605347671025,count_habitatopen
0.447274364901879,zero_intercept
-0.689743284669122,zero_habitatopen
1.79810440986784,count_intercept
0.246053462931906,count_habitatopen
0.51225783681761,zero_intercept
-0.806492380052492,zero_habitatopen
1.79810440683922,count_intercept
0.24605347023412,count_habitatopen
0.474865774095425,zero_intercept
-0.738579017620966,zero_habitatopen
1.798104391033,count_intercept
0.246053498179805,count_habitatopen
0.377772739504839,zero_intercept
-0.571024342663189,zero_habitatopen
1.79810441017071,count_intercept
0.246053462029106,count_habitatopen
0.517487227231146,zero_intercept
-0.816159007580534,zero_habitatopen
1.79810442380822,count_intercept
0.246053453067001,count_habitatopen
0.553346674069833,zero_intercept
-0.8836429532432,zero_habitatopen
1.79810440280375,count_intercept
0.246053478154926,count_habitatopen
0.441663538240232,zero_intercept
-0.679937219823325,zero_habitatopen
1.79810441127935,count_intercept
0.24605345042589,count_habitatopen
0.602441790729163,zero_intercept
-0.979724661137389,zero_habitatopen
1.79810440683922,count_intercept
0.246053470234121,count_habitatopen
0.474865774095425,zero_intercept
-0.738579017620966,zero_habitatopen
1.79810440280376,count_intercept
0.246053478154935,count_habitatopen
0.441663538240233,zero_intercept
-0.679937219823323,zero_habitatopen
1.79810440357944,count_intercept
0.246053476710242,count_habitatopen
0.44727436490188,zero_intercept
-0.689743284669122,zero_habitatopen
1.79810440626586,count_intercept
0.246053471436155,count_habitatopen
0.469408059163533,zero_intercept
-0.72883617876198,zero_habitatopen
1.79810442384364,count_intercept
0.246053452415476,count_habitatopen
0.578195469771409,zero_intercept
-0.931709104455938,zero_habitatopen
1.79810440280375,count_intercept
0.246053478154926,count_habitatopen
0.441663538240232,zero_intercept
-0.679937219823324,zero_habitatopen
1.79810440986784,count_intercept
0.246053462931907,count_habitatopen
0.51225783681761,zero_intercept
-0.806492380052492,zero_habitatopen
1.79810438661558,count_intercept
0.246053505245561,count_habitatopen
0.359615438587036,zero_intercept
-0.540932104217593,zero_habitatopen
1.79810442608305,count_intercept
0.246053452932473,count_habitatopen
0.474865750867522,zero_intercept
-0.738578987358406,zero_habitatopen
1.798104411667,count_intercept
0.246053454491679,count_habitatopen
0.568329960576143,zero_intercept
-0.9124918671294,zero_habitatopen
1.79810440280376,count_intercept
0.246053478154935,count_habitatopen
0.441663538240231,zero_intercept
-0.679937219823324,zero_habitatopen
1.79810441125007,count_intercept
0.246053457951864,count_habitatopen
0.543231681722497,zero_intercept
-0.864389878405239,zero_habitatopen
1.79810440626586,count_intercept
0.246053471436147,count_habitatopen
0.469408059163533,zero_intercept
-0.72883617876198,zero_habitatopen
1.79810440198392,count_intercept
0.246053479654197,count_habitatopen
0.436021052510166,zero_intercept
-0.67011702243571,zero_habitatopen
1.79810442608305,count_intercept
0.246053452932473,count_habitatopen
0.474865750867522,zero_intercept
-0.738578987358406,zero_habitatopen
1.79810442384364,count_intercept
0.246053452415477,count_habitatopen
0.578195469771409,zero_intercept
-0.931709104455938,zero_habitatopen
1.79810440626585,count_intercept
0.246053471436138,count_habitatopen
0.469408059163534,zero_intercept
-0.728836178761981,zero_habitatopen
1.79810440357944,count_intercept
0.24605347671025,count_habitatopen
0.447274364901879,zero_intercept
-0.689743284669122,zero_habitatopen
1.79810445107753,count_intercept
0.246053425005488,count_habitatopen
0.341122300077684,zero_intercept
-0.510644762961573,zero_habitatopen
1.79810440198391,count_intercept
0.246053479654188,count_habitatopen
0.436021052510166,zero_intercept
-0.670117022435709,zero_habitatopen
1.79810442094045,count_intercept
0.246053459381764,count_habitatopen
0.407320935358285,zero_intercept
-0.620786192379186,zero_habitatopen
1.79810440280376,count_intercept
0.246053478154935,count_habitatopen
0.441663538240233,zero_intercept
-0.679937219823324,zero_habitatopen
1.79810441068725,count_intercept
0.246053460314678,count_habitatopen
0.527864676743766,zero_intercept
-0.835470439010143,zero_habitatopen
1.79810440357945,count_intercept
0.246053476710259,count_habitatopen
0.447274364901879,zero_intercept
-0.689743284669122,zero_habitatopen
1.79810441090243,count_intercept
0.24605345950048,count_habitatopen
0.533013294653931,zero_intercept
-0.845116158275163,zero_habitatopen
1.79810440916906,count_intercept
0.246053464835471,count_habitatopen
0.501716294477663,zero_intercept
-0.787134997456347,zero_habitatopen
1.79810442378649,count_intercept
0.246053453209848,count_habitatopen
0.548301950802075,zero_intercept
-0.87401875051717,zero_habitatopen
1.79810441125008,count_intercept
0.246053457951863,count_habitatopen
0.543231681722497,zero_intercept
-0.86438987840524,zero_habitatopen
1.79810440986784,count_intercept
0.246053462931906,count_habitatopen
0.51225783681761,zero_intercept
-0.806492380052492,zero_habitatopen
1.79810440787561,count_intercept
0.246053467957301,count_habitatopen
0.485692648792057,zero_intercept
-0.758031623622267,zero_habitatopen
1.79810440986784,count_intercept
0.246053462931906,count_habitatopen
0.51225783681761,zero_intercept
-0.806492380052491,zero_habitatopen
1.79810440834064,count_intercept
0.246053466879157,count_habitatopen
0.49106244316335,zero_intercept
-0.767742346274743,zero_habitatopen
1.79810442298314,count_intercept
0.246053455584088,count_habitatopen
0.480293843701011,zero_intercept
-0.748310647073873,zero_habitatopen
1.7981044101707,count_intercept
0.246053462029106,count_habitatopen
0.517487227231146,zero_intercept
-0.816159007580534,zero_habitatopen
1.79810442250814,count_intercept
0.246053456565085,count_habitatopen
0.458402431735249,zero_intercept
-0.709314992847991,zero_habitatopen
1.79810440111861,count_intercept
0.246053481210255,count_habitatopen
0.430346548410713,zero_intercept
-0.660282187372365,zero_habitatopen
1.79810442359781,count_intercept
0.24605345399913,count_habitatopen
0.52268938506035,zero_intercept
-0.825818177390699,zero_habitatopen
1.79810442023773,count_intercept
