Total_Caribou,HERD,Date,year,Lat,Long,HerdYear,Month,season,phase
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
13,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
15,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
10,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
11,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
15,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
23,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
11,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
12,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
17,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
9,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
12,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
12,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
11,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
10,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
11,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
11,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
9,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
1,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
1,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
7,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
11,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
14,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
12,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
1,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
2,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
8,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
5,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
6,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
4,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
3,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
9,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
10,Lapoile,2007-11-20T03:30:00Z,2007,,,Lapoile_2007,11,Winter,2001-2013
20,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
23,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
7,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
8,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
17,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
35,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
10,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
6,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
19,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
49,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
72,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
25,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
7,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
9,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
1,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
45,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
13,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
4,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
11,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
4,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
4,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
4,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
68,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
12,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
3,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
4,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
4,Lapoile,2008-10-10T02:30:00Z,2008,,,Lapoile_2008,10,Autumn,2001-2013
2,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
2,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
1,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
10,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
3,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
16,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
14,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
5,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
13,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
4,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
10,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
25,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
4,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
2,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
3,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
7,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
10,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
3,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
2,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
15,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
18,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
4,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
9,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
3,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
1,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
3,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
11,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
2,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
7,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
12,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
17,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
9,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
7,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
7,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
10,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
36,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
11,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
9,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
12,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
8,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
6,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
27,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
10,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
8,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
7,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
9,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
3,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
1,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
27,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
8,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
7,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
1,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
11,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
4,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
37,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
3,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
2,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
8,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
5,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
10,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
1,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
2,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
1,Lapoile,2010-10-25T02:30:00Z,2010,,,Lapoile_2010,10,Autumn,2001-2013
13,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
30,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
12,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
17,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
15,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
7,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
4,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
2,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
4,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
9,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
1,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
21,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
16,Long_Harbour,2008-06-18T02:30:00Z,2008,,,Long_Harbour_2008,6,Calving,2001-2013
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
8,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
6,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
4,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
3,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
2,Merasheen,1995-05-26T02:30:00Z,1995,,,Merasheen_1995,5,Calving,1987-1997
1,Merasheen,1996-10-20T02:30:00Z,1996,,,Merasheen_1996,10,Autumn,1987-1997
1,Merasheen,1996-10-20T02:30:00Z,1996,,,Merasheen_1996,10,Autumn,1987-1997
1,Merasheen,1996-10-20T02:30:00Z,1996,,,Merasheen_1996,10,Autumn,1987-1997
1,Merasheen,1996-10-20T02:30:00Z,1996,,,Merasheen_1996,10,Autumn,1987-1997
