Total_Caribou,HERD,Date,year,Lat,Long,HerdYear,Month,season,phase
10,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
2,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
6,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
5,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
11,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
2,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
2,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
5,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
2,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
4,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
2,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
4,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
3,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
2,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
12,Aides_Lake,2005-03-10T03:30:00Z,2005,,,Aides_Lake_2005,3,Winter,2001-2013
27,Aides_Lake,2009-10-01T02:30:00Z,2009,,,Aides_Lake_2009,10,Autumn,2001-2013
15,Aides_Lake,2009-10-01T02:30:00Z,2009,,,Aides_Lake_2009,10,Autumn,2001-2013
4,Aides_Lake,2009-10-01T02:30:00Z,2009,,,Aides_Lake_2009,10,Autumn,2001-2013
96,Aides_Lake,2009-10-01T02:30:00Z,2009,,,Aides_Lake_2009,10,Autumn,2001-2013
2,Aides_Lake,2009-10-01T02:30:00Z,2009,,,Aides_Lake_2009,10,Autumn,2001-2013
1,Aides_Lake,2009-10-01T02:30:00Z,2009,,,Aides_Lake_2009,10,Autumn,2001-2013
15,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
3,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
7,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
8,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
11,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
1,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
1,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
6,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
7,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
6,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
7,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
23,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
11,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
36,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
24,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
6,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
5,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
7,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
9,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
3,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
7,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
5,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
1,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
2,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
3,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
6,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
2,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
4,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
12,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
1,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
21,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
1,Aides_Lake,2011-10-24T02:30:00Z,2011,,,Aides_Lake_2011,10,Autumn,2001-2013
2,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
15,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
6,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
8,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
4,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
7,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
3,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
3,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
12,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
3,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
7,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
7,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
7,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
29,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
3,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
7,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
5,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
20,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
1,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
28,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
10,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
3,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
2,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
27,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
8,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
9,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
6,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
12,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
16,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
6,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
11,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
4,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
11,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
19,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
10,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
9,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
47,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
10,Aides_Lake,2005-12-01T03:30:00Z,2005,,,Aides_Lake_2005,12,Winter,2001-2013
26,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
4,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
9,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
19,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
5,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
23,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
58,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
5,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
1,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
37,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
21,Aides_Lake,2008-10-16T02:30:00Z,2008,,,Aides_Lake_2008,10,Autumn,2001-2013
4,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
12,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
3,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
44,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
14,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
5,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
2,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
4,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
15,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
3,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
9,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
3,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
6,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
26,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
16,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
7,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
9,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
35,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
14,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
16,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
3,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
16,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
9,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
12,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
15,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
9,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
5,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
1,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
1,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
12,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
13,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
5,Aides_Lake,2010-10-26T02:30:00Z,2010,,,Aides_Lake_2010,10,Autumn,2001-2013
14,Avalon,2004-03-09T03:30:00Z,2004,46.3935,53.3123,Avalon_2004,3,Winter,2001-2013
9,Avalon,2004-03-09T03:30:00Z,2004,46.3941,53.2944,Avalon_2004,3,Winter,2001-2013
7,Avalon,2004-03-09T03:30:00Z,2004,46.4208,53.3647,Avalon_2004,3,Winter,2001-2013
22,Avalon,2004-03-09T03:30:00Z,2004,46.422,53.3719,Avalon_2004,3,Winter,2001-2013
1,Avalon,2004-03-09T03:30:00Z,2004,46.4244,53.3816,Avalon_2004,3,Winter,2001-2013
5,Avalon,2004-03-09T03:30:00Z,2004,46.4324,53.3439,Avalon_2004,3,Winter,2001-2013
11,Avalon,2004-03-09T03:30:00Z,2004,46.444,53.3552,Avalon_2004,3,Winter,2001-2013
11,Avalon,2004-03-09T03:30:00Z,2004,46.4458,53.3514,Avalon_2004,3,Winter,2001-2013
8,Avalon,2004-03-09T03:30:00Z,2004,46.4501,53.3306,Avalon_2004,3,Winter,2001-2013
8,Avalon,2004-03-09T03:30:00Z,2004,46.4506,53.3453,Avalon_2004,3,Winter,2001-2013
2,Avalon,2004-03-09T03:30:00Z,2004,46.455,53.3439,Avalon_2004,3,Winter,2001-2013
1,Avalon,2004-03-09T03:30:00Z,2004,46.4617,53.3353,Avalon_2004,3,Winter,2001-2013
7,Avalon,2004-03-09T03:30:00Z,2004,46.4655,53.3214,Avalon_2004,3,Winter,2001-2013
7,Avalon,2004-03-09T03:30:00Z,2004,46.4656,53.3324,Avalon_2004,3,Winter,2001-2013
2,Avalon,2004-03-09T03:30:00Z,2004,46.505,53.2811,Avalon_2004,3,Winter,2001-2013
3,Avalon,2004-03-09T03:30:00Z,2004,46.5208,53.2723,Avalon_2004,3,Winter,2001-2013
1,Avalon,2004-03-09T03:30:00Z,2004,47.0331,53.1035,Avalon_2004,3,Winter,2001-2013
4,Avalon,2004-03-09T03:30:00Z,2004,47.0545,53.104,Avalon_2004,3,Winter,2001-2013
14,Avalon,2004-03-09T03:30:00Z,2004,47.0605,53.1025,Avalon_2004,3,Winter,2001-2013
4,Avalon,2004-03-09T03:30:00Z,2004,47.0625,53.1014,Avalon_2004,3,Winter,2001-2013
53,Avalon,2005-06-16T02:30:00Z,2005,46.3852,53.3143,Avalon_2005,6,Calving,2001-2013
8,Avalon,2005-06-16T02:30:00Z,2005,46.4069,53.2801,Avalon_2005,6,Calving,2001-2013
4,Avalon,2005-06-16T02:30:00Z,2005,46.4096,53.3436,Avalon_2005,6,Calving,2001-2013
11,Avalon,2005-06-16T02:30:00Z,2005,46.414,53.3054,Avalon_2005,6,Calving,2001-2013
4,Avalon,2005-06-16T02:30:00Z,2005,46.4166,53.3015,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.4175,53.3247,Avalon_2005,6,Calving,2001-2013
9,Avalon,2005-06-16T02:30:00Z,2005,46.4181,53.3126,Avalon_2005,6,Calving,2001-2013
2,Avalon,2005-06-16T02:30:00Z,2005,46.4201,53.2599,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.4238,53.2973,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.4348,53.3293,Avalon_2005,6,Calving,2001-2013
2,Avalon,2005-06-16T02:30:00Z,2005,46.4387,53.297,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.4453,53.3014,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.4461,53.2815,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.455,53.2776,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.456,53.3391,Avalon_2005,6,Calving,2001-2013
4,Avalon,2005-06-16T02:30:00Z,2005,46.4697,53.0817,Avalon_2005,6,Calving,2001-2013
3,Avalon,2005-06-16T02:30:00Z,2005,46.4827,53.1009,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.4856,53.0824,Avalon_2005,6,Calving,2001-2013
3,Avalon,2005-06-16T02:30:00Z,2005,46.5343,53.246,Avalon_2005,6,Calving,2001-2013
1,Avalon,2005-06-16T02:30:00Z,2005,46.5557,53.2454,Avalon_2005,6,Calving,2001-2013
4,Avalon,2010-11-04T02:30:00Z,2010,46.4737,53.3035,Avalon_2010,11,Winter,2001-2013
1,Avalon,2010-11-04T02:30:00Z,2010,46.4667,53.3075,Avalon_2010,11,Winter,2001-2013
7,Avalon,2010-11-04T02:30:00Z,2010,46.43431,53.30902,Avalon_2010,11,Winter,2001-2013
8,Avalon,2010-11-04T02:30:00Z,2010,46.43543,53.2625,Avalon_2010,11,Winter,2001-2013
10,Avalon,2010-11-04T02:30:00Z,2010,46.4918,53.2755,Avalon_2010,11,Winter,2001-2013
14,Avalon,2010-11-04T02:30:00Z,2010,46.4868,53.26787,Avalon_2010,11,Winter,2001-2013
1,Avalon,2010-11-04T02:30:00Z,2010,46.46168,53.238,Avalon_2010,11,Winter,2001-2013
37,Avalon,2010-11-04T02:30:00Z,2010,46.4552,53.0481,Avalon_2010,11,Winter,2001-2013
22,Avalon,2010-11-04T02:30:00Z,2010,46.44,53.26327,Avalon_2010,11,Winter,2001-2013
5,Avalon,2010-11-04T02:30:00Z,2010,46.4592,53.2992,Avalon_2010,11,Winter,2001-2013
16,Avalon,2010-11-04T02:30:00Z,2010,46.4487,53.2492,Avalon_2010,11,Winter,2001-2013
3,Avalon,2010-11-04T02:30:00Z,2010,46.4944,53.2998,Avalon_2010,11,Winter,2001-2013
7,Avalon,2010-11-04T02:30:00Z,2010,46.5715,53.1502,Avalon_2010,11,Winter,2001-2013
9,Avalon,2010-11-04T02:30:00Z,2010,46.5936,53.1374,Avalon_2010,11,Winter,2001-2013
9,Avalon,2010-11-04T02:30:00Z,2010,46.53973,53.1267,Avalon_2010,11,Winter,2001-2013
5,Avalon,2010-11-04T02:30:00Z,2010,46.5157,53.13154,Avalon_2010,11,Winter,2001-2013
8,Avalon,2010-11-04T02:30:00Z,2010,46.5382,53.1807,Avalon_2010,11,Winter,2001-2013
9,Avalon,2010-11-04T02:30:00Z,2010,46.5968,53.16485,Avalon_2010,11,Winter,2001-2013
5,Avalon,2010-11-04T02:30:00Z,2010,46.5651,53.1518,Avalon_2010,11,Winter,2001-2013
21,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
16,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
22,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
16,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
29,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
18,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
18,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
20,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
20,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
24,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
24,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
26,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
19,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
16,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
10,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
15,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
15,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
15,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
15,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
10,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
10,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
14,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
14,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
15,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
10,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
11,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
11,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
11,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
11,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
11,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
13,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
13,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
13,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
12,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
12,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
12,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
9,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
8,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
9,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
9,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
9,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
9,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
7,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
6,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
5,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
5,Avalon,1992-12-05T03:30:00Z,1992,,,Avalon_1992,12,Winter,1987-1997
