HerdYear,HERD,year,season,meanSR,meanGS,medGS,meanCC,seSR,seGR,seCC,Year,Herd,size,diff,changeSize,phase,herdSize,groupSize,scaleHerd,V1,typicalGS
Avalon_1992,Avalon,1992,Winter,0.869889114345666,9.00961538461539,7,Inf,0.0187510677645782,0.576243531828171,,1992,Avalon,6609,124,0.018762293841731,1987-1997,medium,medium,2.12919017764594,11999,12.8057630736393
Avalon_1996,Avalon,1996,Autumn,0.585147392290249,3.23809523809524,2,0.554166666666667,0.0829729663209716,0.551641541240937,0.102373453952058,1996,Avalon,7104,123,0.0173141891891892,1987-1997,medium,small,2.33800748482355,348,5.11764705882353
Avalon_2001,Avalon,2001,Calving,0.991622574955908,8.70731707317073,4,Inf,0.00507834579370058,1.39653050163568,,2001,Avalon,1299,-182,-0.140107775211701,2001-2013,medium,medium,-0.110850026622954,6307,17.6666666666667
Avalon_2002,Avalon,2002,Autumn,,5.83606557377049,4,Inf,,0.713331416115926,,2002,Avalon,1117,-182,-0.162936436884512,2001-2013,medium,medium,-0.187627299160984,3940,11.0674157303371
Avalon_2004,Avalon,2004,Winter,0.788379602853287,7.05,7,Inf,0.056301015694676,1.21064358699695,,2004,Avalon,753,-182,-0.241699867197875,2001-2013,small,medium,-0.341181844237044,1551,11
Avalon_2005,Avalon,2005,Calving,0.818899782135076,5.64285714285714,2.5,,0.0556713445453659,1.90322358516207,,2005,Avalon,570,-183,-0.321052631578947,2001-2013,small,medium,-0.418380969920888,3630,22.9746835443038
Avalon_2007,Avalon,2007,Autumn,,7.28571428571429,6,Inf,,1.19351991852602,,2007,Avalon,439,-68,-0.154897494305239,2001-2013,small,medium,-0.473643732022437,1713,11.1960784313725
Avalon_2008,Avalon,2008,Calving,0.358783783783784,4.91891891891892,3,0.368627450980392,0.0686288031027645,1.10443983762018,0.142126433524864,2008,Avalon,437,-2,-0.0045766590389016,2001-2013,small,small,-0.474487438314063,2520,13.8461538461538
Avalon_2010,Avalon,2010,Winter,0.678175930349843,8.40476190476191,6.5,0.331046096760383,0.0678940838148774,1.11168407880475,0.088951143720919,2010,Avalon,414,-9,-0.0217391304347826,2001-2013,small,medium,-0.48419006066777,5847,13.1393258426966
Avalon_2010,Avalon,2010,Calving,0.616761982570806,3.83333333333333,2,,0.094799561833578,0.850546854494696,,2010,Avalon,414,-9,-0.0217391304347826,2001-2013,small,small,-0.48419006066777,5847,13.1393258426966
Avalon_2011,Avalon,2011,Winter,0.712290669856459,10.8,9,0.199049316696376,0.125829184511102,2.2647050335284,0.0737292142095294,2011,Avalon,416,2,0.00480769230769231,2001-2013,small,medium,-0.483346354376144,1628,15.0740740740741
Avalon_2012,Avalon,2012,Winter,0.733650793650794,8.9,9,0.597045454545455,0.062470081862504,1.62924658797999,0.197582975909227,2012,Avalon,370,-46,-0.124324324324324,2001-2013,small,medium,-0.502751599083558,1031,11.5842696629214
Avalon_2013,Avalon,2013,Winter,0.785344285344285,13.1666666666667,11,0.231117622487592,0.0687650078461995,2.76568072976436,0.0885986505373363,2013,Avalon,361,-9,-0.0249307479224377,2001-2013,small,medium,-0.506548277395878,3090,19.5569620253165
Cape_Shore_1994,Cape_Shore,1994,Autumn,0.546134094663506,6.20588235294118,6,Inf,0.0494708673500493,0.642770590231182,,1994,Cape_Shore,1157,60,0.0518582541054451,1987-1997,medium,medium,1.70882342690893,1773,8.40284360189573
Cape_Shore_1995,Cape_Shore,1995,Autumn,0.581467976467977,5.66666666666667,4,Inf,0.0432559281893506,0.662896608164594,,1995,Cape_Shore,1104,-53,-0.0480072463768116,1987-1997,medium,medium,1.5490424070205,3233,10.0092879256966
Cape_Shore_1996,Cape_Shore,1996,Calving,0.54687134502924,2.85148514851485,2,Inf,0.0469757535022152,0.230962745533835,,1996,Cape_Shore,1051,-53,-0.0504281636536632,1987-1997,medium,small,1.38926138713207,6900,10.6153846153846
Cape_Shore_1996,Cape_Shore,1996,Autumn,0.544141520244461,9.05,7,0.521964903783086,0.0477200673360524,1.20466507740448,0.0545922805419843,1996,Cape_Shore,1051,-53,-0.0504281636536632,1987-1997,medium,medium,1.38926138713207,6900,10.6153846153846
Cape_Shore_1997,Cape_Shore,1997,Autumn,0.581583130411255,7.34375,6,0.602914614121511,0.0322782101254328,0.637851502068057,0.0520688357986152,1997,Cape_Shore,998,-53,-0.0531062124248497,1987-1997,small,medium,1.22948036724363,5092,10.8340425531915
Cape_Shore_2004,Cape_Shore,2004,Winter,0.64983164983165,9.03030303030303,7,Inf,0.0510394748312487,1.16489436418336,,2004,Cape_Shore,627,-53,-0.0845295055821372,2001-2013,small,medium,0.111013228024595,4124,13.8389261744966
Cape_Shore_2007,Cape_Shore,2007,Calving,0.900478778467909,3.8265306122449,1,,0.0246794160950491,0.863016876802125,,2007,Cape_Shore,468,-53,-0.113247863247863,2001-2013,small,small,-0.368329831640707,23265,25.707182320442
Cape_Shore_2007,Cape_Shore,2007,Autumn,,11.2765957446809,7,Inf,,2.0144487629055,,2007,Cape_Shore,468,-53,-0.113247863247863,2001-2013,small,medium,-0.368329831640707,23265,25.707182320442
Cape_Shore_2008,Cape_Shore,2008,Calving,0.820134950398108,6.44736842105263,4,Inf,0.0408604683323016,0.97383797947696,,2008,Cape_Shore,415,-53,-0.127710843373494,2001-2013,small,medium,-0.528110851529141,13346,24.1775362318841
Cape_Shore_2008,Cape_Shore,2008,Autumn,,12.7916666666667,6.5,0.454866850321396,,3.43309720237662,0.0621363896255667,2008,Cape_Shore,415,-53,-0.127710843373494,2001-2013,small,medium,-0.528110851529141,13346,24.1775362318841
Cape_Shore_2009,Cape_Shore,2009,Calving,0.755003450655625,3.05555555555556,2,,0.0435597154366794,0.296622147374967,,2009,Cape_Shore,356,-59,-0.165730337078652,2001-2013,small,small,-0.705980288763436,1122,5.1
Cape_Shore_2010,Cape_Shore,2010,Winter,0.878341476587091,28.7777777777778,16,0.224220066336749,0.0417543203387708,9.21016614908912,0.0348084611133534,2010,Cape_Shore,328,-28,-0.0853658536585366,2001-2013,small,large,-0.790392903044118,41314,68.1749174917492
Cape_Shore_2010,Cape_Shore,2010,Calving,0.720194003527337,3.14285714285714,2,,0.0764399247946733,0.478960199035384,,2010,Cape_Shore,328,-28,-0.0853658536585366,2001-2013,small,small,-0.790392903044118,41314,68.1749174917492
Cape_Shore_2011,Cape_Shore,2011,Calving,0.673620587836274,7.33333333333333,2,,0.0802873134681992,3.3478317173922,,2011,Cape_Shore,323,-5,-0.0154798761609907,2001-2013,small,medium,-0.805466584165668,16198,40.6984924623116
Cape_Shore_2011,Cape_Shore,2011,Winter,0.908304114071996,22.2222222222222,18,0.194228465797093,0.0258660839943969,5.81372365322341,0.0551596678165782,2011,Cape_Shore,323,-5,-0.0154798761609907,2001-2013,small,large,-0.805466584165668,16198,40.6984924623116
Cape_Shore_2012,Cape_Shore,2012,Winter,0.908058608058608,17.2857142857143,9,0.161133786848073,0.056594295664982,7.31832105945426,0.0648495789217099,2012,Cape_Shore,311,-12,-0.0385852090032154,2001-2013,small,large,-0.841643418857389,4341,35.8760330578512
Cape_Shore_2013,Cape_Shore,2013,Winter,0.854529224622139,22.8333333333333,25,0.328174603174603,0.0354514684389216,4.48268272850583,0.140321971664891,2013,Cape_Shore,310,-1,-0.0032258064516129,2001-2013,small,large,-0.844658155081699,3731,27.2335766423358
Gaff_Topsails_1994,Gaff_Topsails,1994,Autumn,0.584960962758582,8.73015873015873,6,Inf,0.0358914042185758,1.07029106520767,,1994,Gaff_Topsails,4900,-216,-0.0440816326530612,1987-1997,medium,medium,2.05434547555714,9276,16.8654545454545
Gaff_Topsails_1995,Gaff_Topsails,1995,Autumn,0.698892064385251,7,5,0.400155309469035,0.0328132256258645,0.780529688289447,0.0478220377128702,1995,Gaff_Topsails,4684,-216,-0.0461144321093083,1987-1997,medium,medium,1.8482573615287,5977,12.7441364605544
Gaff_Topsails_1996,Gaff_Topsails,1996,Calving,0.601673118047416,7.18965517241379,4,0,0.052093203757072,1.16108948580296,0,1996,Gaff_Topsails,4468,-216,-0.0483437779767234,1987-1997,medium,medium,1.64216924750025,9685,12.6601307189542
Gaff_Topsails_1996,Gaff_Topsails,1996,Autumn,0.629342185592186,3.86666666666667,3,0.46623938831731,0.0345620453107808,0.332282989361066,0.0469536570388679,1996,Gaff_Topsails,4468,-216,-0.0483437779767234,1987-1997,medium,small,1.64216924750025,9685,12.6601307189542
Gaff_Topsails_2001,Gaff_Topsails,2001,Calving,0.849417495811122,15.0795454545455,9,0.535194434323761,0.0272130524693202,1.72155351270377,0.034573168173031,2001,Gaff_Topsails,3388,-216,-0.063754427390791,2001-2013,medium,large,0.611728677358039,42701,32.1785983421251
Gaff_Topsails_2002,Gaff_Topsails,2002,Calving,0.924984054720594,6.90066225165563,4,0.608770814451555,0.01858647785121,0.691848148231105,0.0340984934280013,2002,Gaff_Topsails,3172,-216,-0.0680958385876419,2001-2013,medium,medium,0.405640563329596,18032,17.3051823416507
Gaff_Topsails_2005,Gaff_Topsails,2005,Calving,0.825396825396825,7.71794871794872,6,0.722212472212472,0.0460332934437636,0.99047332429431,0.0573392067685561,2005,Gaff_Topsails,2524,-216,-0.0855784469096672,2001-2013,medium,medium,-0.212623778755734,22806,18.0427215189873
Gaff_Topsails_2005,Gaff_Topsails,2005,Winter,0.815352406214475,11.3294117647059,9,Inf,0.0425589635114956,1.06634119272308,,2005,Gaff_Topsails,2524,-216,-0.0855784469096672,2001-2013,medium,medium,-0.212623778755734,22806,18.0427215189873
Gaff_Topsails_2006,Gaff_Topsails,2006,Calving,0.781124382863513,24.0666666666667,11,0.239021226808378,0.05172527413863,8.05248655276988,0.0725841159913268,2006,Gaff_Topsails,2308,-216,-0.0935875216637782,2001-2013,medium,large,-0.418711892784177,37318,44.3206650831354
Gaff_Topsails_2006,Gaff_Topsails,2006,Autumn,,11.7317073170732,6,Inf,,2.39028123415347,,2006,Gaff_Topsails,2308,-216,-0.0935875216637782,2001-2013,medium,medium,-0.418711892784177,37318,44.3206650831354
Gaff_Topsails_2007,Gaff_Topsails,2007,Calving,0.724952077647943,8.03174603174603,5,,0.0436225596925486,0.902567383753816,,2007,Gaff_Topsails,2182,-126,-0.0577451879010083,2001-2013,medium,medium,-0.538929959300769,14692,16.9653579676674
Gaff_Topsails_2007,Gaff_Topsails,2007,Autumn,,11.25,8,0.233610051521766,,1.85023974035102,0.0563717683629054,2007,Gaff_Topsails,2182,-126,-0.0577451879010083,2001-2013,medium,medium,-0.538929959300769,14692,16.9653579676674
Gaff_Topsails_2008,Gaff_Topsails,2008,Calving,0.479769685652039,6.49019607843137,4,Inf,0.0662666267898686,1.08550974707543,,2008,Gaff_Topsails,2110,-72,-0.0341232227488152,2001-2013,medium,medium,-0.60762599731025,6965,15.2407002188184
Gaff_Topsails_2008,Gaff_Topsails,2008,Autumn,,7,4,0.273470755823697,,1.7433346455212,0.0900474224544606,2008,Gaff_Topsails,2110,-72,-0.0341232227488152,2001-2013,medium,medium,-0.60762599731025,6965,15.2407002188184
Gaff_Topsails_2009,Gaff_Topsails,2009,Calving,0.993181818181818,21.0909090909091,14,0.655420376484443,0.0046081534320441,6.19744015403214,0.0875115732473468,2009,Gaff_Topsails,2038,-72,-0.0353287536800785,2001-2013,medium,large,-0.676322035319731,23140,48.0082987551867
Gaff_Topsails_2009,Gaff_Topsails,2009,Autumn,0.669769737163158,17.8571428571429,6.5,0.439421717903849,0.0698055184358829,7.24671744017737,0.0979108255695353,2009,Gaff_Topsails,2038,-72,-0.0353287536800785,2001-2013,medium,large,-0.676322035319731,23140,48.0082987551867
Gaff_Topsails_2010,Gaff_Topsails,2010,Winter,0.759995924149194,29.2142857142857,21.5,0.291010315661884,0.0299402117047895,5.82168980739276,0.0645962502003503,2010,Gaff_Topsails,1966,-72,-0.0366225839267548,2001-2013,medium,large,-0.745018073329212,21731,33.3809523809524
Gaff_Topsails_2010,Gaff_Topsails,2010,Autumn,0.679292347437509,7.80645161290323,5,0.421015151515152,0.0404709675501982,1.36186096178099,0.0699127303931086,2010,Gaff_Topsails,1966,-72,-0.0366225839267548,2001-2013,medium,medium,-0.745018073329212,21731,33.3809523809524
Gaff_Topsails_2011,Gaff_Topsails,2011,Calving,0.823760866389072,4.02564102564103,3,0.179777777777778,0.0277682753907698,0.389869796681541,0.0508361450837916,2011,Gaff_Topsails,1893,-73,-0.0385631273111463,2001-2013,medium,small,-0.814668222977714,3959,8.40552016985138
Gaff_Topsails_2012,Gaff_Topsails,2012,Calving,0.748092727136193,5.84444444444444,2,Inf,0.0374525058822502,1.70633768416813,,2012,Gaff_Topsails,1708,-185,-0.108313817330211,2001-2013,medium,medium,-0.991178876196519,26396,50.1825095057034
Grey_River_1994,Grey_River,1994,Winter,0.742212553380066,3.80597014925373,3,Inf,0.0226450062516878,0.190144801841088,,1994,Grey_River,10892,112,0.0102827763496144,1987-1997,large,small,1.17797958562064,4365,5.70588235294118
Grey_River_1995,Grey_River,1995,Calving,0.831793186702689,22.8846153846154,14.5,0.451216483977112,0.0458567108487357,5.028022068086,0.0678192431262472,1995,Grey_River,11004,112,0.0101781170483461,1987-1997,large,large,1.20394020334195,34712,35.7119341563786
Grey_River_1995,Grey_River,1995,Autumn,0.997844827586207,6.5,4,0,0.0021551724137931,0.818069526107824,0,1995,Grey_River,11004,112,0.0101781170483461,1987-1997,large,medium,1.20394020334195,34712,35.7119341563786
Grey_River_1996,Grey_River,1996,Calving,0.997844827586207,6.5,4,0,0.0021551724137931,0.818069526107824,0,1996,Grey_River,11116,112,0.0100755667506297,1987-1997,large,medium,1.22990082106325,10102,12.0261904761905
Grey_River_1996,Grey_River,1996,Autumn,0.486692413257601,5.64634146341463,3.5,Inf,0.037131822576224,0.652138896543734,,1996,Grey_River,11116,112,0.0100755667506297,1987-1997,large,medium,1.22990082106325,10102,12.0261904761905
Grey_River_2002,Grey_River,2002,Winter,0.503881491223264,5.88607594936709,5,Inf,0.0367891887483611,0.500563571310504,,2002,Grey_River,6200,-1005,-0.162096774193548,2001-2013,medium,medium,0.0904151360816642,5613,8.07625899280576
Grey_River_2002,Grey_River,2002,Calving,0.776425438596491,3.02631578947368,2,0.216908482142857,0.04310341279853,0.334020528947069,0.0499731186209331,2002,Grey_River,6200,-1005,-0.162096774193548,2001-2013,medium,small,0.0904151360816642,5613,8.07625899280576
Grey_River_2005,Grey_River,2005,Calving,0.822397032887229,4.97872340425532,2,0.0648607974151452,0.0491782119117111,0.931755210426741,0.0225914933091268,2005,Grey_River,3185,-1005,-0.315541601255887,2001-2013,medium,small,-0.608435421326695,3042,13
Grey_River_2006,Grey_River,2006,Calving,0.836734693877551,3,2,0.208333333333333,0.140900103246313,0.845154254728517,0.163511807252905,2006,Grey_River,2180,-1005,-0.461009174311927,2001-2013,medium,small,-0.841385607129481,3168,12.9836065573771
Grey_River_2006,Grey_River,2006,Autumn,,5.30952380952381,3,0.15478987738346,,1.04791596468123,0.0541618635303498,2006,Grey_River,2180,-1005,-0.461009174311927,2001-2013,medium,medium,-0.841385607129481,3168,12.9836065573771
Grey_River_2007,Grey_River,2007,Autumn,,6.27848101265823,3,0.145575840285646,,0.882028126161191,0.034037028264342,2007,Grey_River,1222,-958,-0.783960720130933,2001-2013,medium,medium,-1.06344160513851,7908,15.9435483870968
Grey_River_2008,Grey_River,2008,Autumn,,4.78787878787879,2,0.0945923734385273,,0.934155727800931,0.0459955337697005,2008,Grey_River,1451,229,0.157822191592006,2001-2013,medium,small,-1.01036141354762,1678,10.620253164557
Grey_River_2009,Grey_River,2009,Autumn,0.672008986488625,12.6923076923077,4,0.27630863759896,0.0489252010576758,4.01660753555467,0.101052358461553,2009,Grey_River,1680,229,0.136309523809524,2001-2013,medium,medium,-0.957281221956738,4611,27.9454545454546
